oid,veto_date,label,n_points_alert,mag_min_alert,mag_max_alert,mag_p05_alert,mag_p25_alert,mag_p50_alert,mag_p75_alert,mag_p95_alert,excess_variance_alert,n_points_dr,mag_min_dr,mag_max_dr,mag_p05_dr,mag_p25_dr,mag_p50_dr,mag_p75_dr,mag_p95_dr,excess_variance_dr,distance_delight,hostsize
ZTF22abfynid,,good,12.0,18.582716,19.408455,18.5856277,18.62730475,18.930013,19.0267315,19.24226425,0.0567592787253642,12.0,18.582716,19.408455,18.5856277,18.62730475,18.930013,19.0267315,19.24226425,0.0567592787253642,1.8559810395164,2.9219067096710205
ZTF22abfynpz,,good,8.0,19.388128,20.029503,19.4143108,19.4795605,19.5655435,19.68381875,19.95469645,0.0226822291039448,8.0,19.388128,20.029503,19.4143108,19.4795605,19.5655435,19.68381875,19.95469645,0.0226822291039448,22.894327395518197,1.3273241519927979
ZTF22abfyogh,2022-09-17,bad,8.0,19.646545,20.0808,19.65428875,19.7528545,19.799015,19.895416,20.049965,0.0,8.0,19.646545,20.0808,19.65428875,19.7528545,19.799015,19.895416,20.049965,0.0,16.737874592227623,0.5730696320533752
ZTF22abfypdd,,good,6.0,20.218523,20.51453,20.21870475,20.2414635,20.334902,20.4502,20.5058225,0.0,6.0,20.218523,20.51453,20.21870475,20.2414635,20.334902,20.4502,20.5058225,0.0,13.68164663877868,1.7418909072875977
ZTF22abfypms,,good,21.0,18.488316,20.3971,18.562956,18.671053,18.853813,19.61119,20.3105,0.3686094074427232,21.0,18.488316,20.3971,18.562956,18.671053,18.853813,19.61119,20.3105,0.3686094074427232,25.32737812597733,4.770207405090332
ZTF22abfypqj,,good,13.0,19.080023,20.16612,19.0937774,19.139013,19.359884,19.456415,19.772142,0.0600527111113645,13.0,19.080023,20.16612,19.0937774,19.139013,19.359884,19.456415,19.772142,0.0600527111113645,1.7756408513758248,4.226125240325928
ZTF22abfyqbc,,good,10.0,19.762505,20.346075,19.7872748,19.9484545,20.04311,20.1091055,20.29079655,0.0033315647930382,10.0,19.762505,20.346075,19.7872748,19.9484545,20.04311,20.1091055,20.29079655,0.0033315647930382,3.1043035697814543,3.977905750274658
ZTF22abfyqmh,,good,23.0,17.520424,20.2654,17.5581212,17.752402,18.203104,19.261720500000003,19.7089242,0.7033180545631598,23.0,17.520424,20.2654,17.5581212,17.752402,18.203104,19.261720500000003,19.7089242,0.7033180545631598,8.06897764182178,2.783754825592041
ZTF22abfyqsc,,good,34.0,18.55782,20.5739,18.6051164,18.81968925,19.2569895,19.843525,20.434395,0.3866221270592454,,,,,,,,,,155.12661765480772,4.331719398498535
ZTF22abfyqwi,,good,1.0,20.328882,20.328882,20.328882,20.328882,20.328882,20.328882,20.328882,0.0,1.0,20.328882,20.328882,20.328882,20.328882,20.328882,20.328882,20.328882,0.0,13.112675426687352,0.7739245295524597
ZTF22abfyqxs,,good,13.0,19.066929,19.930597,19.0723356,19.164923,19.338913,19.535646,19.768906,0.0444653477061024,13.0,19.066929,19.930597,19.0723356,19.164923,19.338913,19.535646,19.768906,0.0444653477061024,7.141431692733405,3.5900232791900635
ZTF22abfyqzz,,good,19.0,19.145933,20.6416,19.1460329,19.18063,19.295101,19.539029,20.1753604,0.144139812159784,19.0,19.145933,20.6416,19.1460329,19.18063,19.295101,19.539029,20.1753604,0.144139812159784,65.84355666155486,5.681739330291748
ZTF22abfyrdm,,good,12.0,19.607826,20.051796,19.64565225,19.69606375,19.8440905,19.94143925,20.0373068,0.0,12.0,19.607826,20.051796,19.64565225,19.69606375,19.8440905,19.94143925,20.0373068,0.0,8.962422619736408,3.0706288814544678
ZTF22abfyrnv,,good,14.0,19.395971,19.9041,19.41649215,19.58354225,19.638258,19.71341275,19.8543789,0.0050597584551555,14.0,19.395971,19.9041,19.41649215,19.58354225,19.638258,19.71341275,19.8543789,0.0050597584551555,0.5833838634779809,2.3878283500671387
ZTF22abfytlh,,good,24.0,18.72758,19.61725,18.7955156,18.883308,19.0066735,19.21692775,19.45250465,0.0486743171377595,24.0,18.72758,19.61725,18.7955156,18.883308,19.0066735,19.21692775,19.45250465,0.0486743171377595,10.429426394613401,3.5549185276031494
ZTF22abfyvlj,2022-09-17,bad,13.0,19.740448,20.54655,19.7753344,19.973707,20.177,20.3207,20.524293,0.0256556089478717,13.0,19.740448,20.54655,19.7753344,19.973707,20.177,20.3207,20.524293,0.0256556089478717,3.3431514715424777,9.05553150177002
ZTF22abfyycm,,good,20.0,19.152407,20.241903,19.17827645,19.2372025,19.386429,19.522615,20.119258,0.092778606262361,20.0,19.152407,20.241903,19.17827645,19.2372025,19.386429,19.522615,20.119258,0.092778606262361,6.802638431375392,7.5771050453186035
ZTF22abfyyew,,good,30.0,18.02908,19.851084,18.09549995,18.2013415,18.4987655,18.812473,19.3337647,0.1837448487784708,30.0,18.02908,19.851084,18.09549995,18.2013415,18.4987655,18.812473,19.3337647,0.1837448487784708,150.65968080110142,3.968778371810913
ZTF22abfyynm,2022-09-18,bad,24.0,18.973734,20.1884,19.02702805,19.10813425,19.3070155,19.54408925,20.08656815,0.0891858781219788,24.0,18.973734,20.1884,19.02702805,19.10813425,19.3070155,19.54408925,20.08656815,0.0891858781219788,74.9718396109929,3.00130295753479
ZTF22abfzado,,good,16.0,19.835249,20.498407,19.911605,19.95933375,20.050832,20.22632025,20.355631,0.0063090199836284,16.0,19.835249,20.498407,19.911605,19.95933375,20.050832,20.22632025,20.355631,0.0063090199836284,3.473112731231724,6.58668851852417
ZTF22abfzaed,,good,27.0,18.215382,20.373846,18.2469227,18.7315875,19.284132,19.7588945,20.2697217,0.4128824166828359,27.0,18.215382,20.373846,18.2469227,18.7315875,19.284132,19.7588945,20.2697217,0.4128824166828359,70.88951502816927,4.45643949508667
ZTF22abfzaxa,2022-09-17,bad,16.0,19.367882,20.7718,19.3780115,19.60082025,19.961395,20.12466075,20.502637,0.1310041708018938,16.0,19.367882,20.7718,19.3780115,19.60082025,19.961395,20.12466075,20.502637,0.1310041708018938,5.786877275785676,4.2859883308410645
ZTF22abfzdfb,,good,24.0,19.954302,21.0224,19.96182415,20.108995,20.256955,20.36096675,20.896685,0.0381855262168471,24.0,19.954302,21.0224,19.96182415,20.108995,20.256955,20.36096675,20.896685,0.0381855262168471,18.126593956112746,4.361694812774658
ZTF22abfzdjj,,good,31.0,18.56556,20.5422,18.6346265,18.731409,18.991877,19.496586,20.1619615,0.27146723856202,31.0,18.56556,20.5422,18.6346265,18.731409,18.991877,19.496586,20.1619615,0.27146723856202,5.48565580084129,2.334902286529541
ZTF22abfzfuj,,good,15.0,19.410892,20.023794,19.5167467,19.588491,19.650501,19.7274645,19.9006087,0.0043901677209983,15.0,19.410892,20.023794,19.5167467,19.588491,19.650501,19.7274645,19.9006087,0.0043901677209983,10.806720026869053,3.051997661590576
ZTF22abfzhtq,,good,14.0,19.024923,19.511333,19.0292078,19.1357225,19.173517,19.283835,19.43552155,0.0050728804509513,14.0,19.024923,19.511333,19.0292078,19.1357225,19.173517,19.283835,19.43552155,0.0050728804509513,18.77295761497978,5.116870880126953
ZTF22abfznhz,2022-09-17,bad,4.0,20.550152,20.7343,20.5523102,20.560943,20.625529,20.6984635,20.7271327,0.0,4.0,20.550152,20.7343,20.5523102,20.560943,20.625529,20.6984635,20.7271327,0.0,1.411746150594644,1.8571537733078003
ZTF22abfzsun,2022-09-24,bad,8.0,19.79478,20.5696,19.80215625,19.83001125,20.0900585,20.494125,20.569565,0.0812102607055222,8.0,19.79478,20.5696,19.80215625,19.83001125,20.0900585,20.494125,20.569565,0.0812102607055222,1.0224675202910338,1.9817885160446167
ZTF22abfztfc,,good,19.0,19.870502,20.5191,19.8906215,19.9889965,20.102438,20.242656,20.47968,0.0042247552344108,19.0,19.870502,20.5191,19.8906215,19.9889965,20.102438,20.242656,20.47968,0.0042247552344108,10.205919016788611,3.481382369995117
ZTF22abfzvai,,good,39.0,19.075647,20.6267,19.1063785,19.3945045,19.609816,19.922491,20.22451,0.1251902589993498,39.0,19.075647,20.6267,19.1063785,19.3945045,19.609816,19.922491,20.22451,0.1251902589993498,39.4559885272161,4.192953586578369
ZTF22abfzwed,,good,2.0,20.570332,21.1212,20.5978754,20.708049000000003,20.845766,20.983483,21.093656600000003,0.0790357645868022,2.0,20.570332,21.1212,20.5978754,20.708049000000003,20.845766,20.983483,21.093656600000003,0.0790357645868022,170.92594966507846,6.480088233947754
ZTF22abfzzmh,,good,86.0,18.088768005371094,100.0,18.18073807711792,18.321117505340577,19.374135971069336,20.8081636428833,100.0,0.0,34.0,18.134449,20.359339,18.16405295,18.25545975,18.351507,19.3879625,19.6048762,0.3677009259396346,0.2745417495324063,4.364027976989746
ZTF22abgadoy,,good,15.0,19.52986,20.00074,19.5422017,19.6362665,19.688786,19.779477,19.922452,0.0,15.0,19.52986,20.00074,19.5422017,19.6362665,19.688786,19.779477,19.922452,0.0,1.5949950083263174,0.8841776847839355
ZTF22abgaghl,2022-09-17,bad,18.0,19.720732,20.54361,19.75328615,19.8006785,19.822384,19.954157,20.2182215,0.0139979838020473,18.0,19.720732,20.54361,19.75328615,19.8006785,19.822384,19.954157,20.2182215,0.0139979838020473,9.791936050768992,1.8086084127426147
ZTF22abgagrt,2022-09-17,bad,15.0,20.016375,20.426403,20.032853,20.086619,20.193924,20.267719,20.3813405,0.0,15.0,20.016375,20.426403,20.032853,20.086619,20.193924,20.267719,20.3813405,0.0,3.2432622878390633,2.8629934787750244
ZTF22abgaqzj,2022-09-17,bad,41.0,19.130354,20.1245,19.187445,19.229576,19.296024,19.40524,19.9935,0.0376241306949924,41.0,19.130354,20.1245,19.187445,19.229576,19.296024,19.40524,19.9935,0.0376241306949924,11.601659789074555,3.815096616744995
ZTF22abgaszn,2022-09-21,bad,3.0,20.457287,21.0337,20.47395,20.540602,20.623917,20.8288085,20.9927217,0.0386428477245037,3.0,20.457287,21.0337,20.47395,20.540602,20.623917,20.8288085,20.9927217,0.0386428477245037,6.04770838306545,1.4768896102905273
ZTF22abgatqq,2023-08-06,bad,63.0,19.587914,24.45289421081543,19.7214023,20.040808813964844,20.288,21.079946517944336,23.362701416015625,0.0,28.0,19.587914,20.59069,19.7080063,19.9014695,20.082124,20.275067,20.49202,0.0261637267483908,223.98128733945643,5.134350776672363
ZTF22abgauqo,,good,10.0,20.087242,20.259535,20.1054544,20.15488425,20.191397,20.21551625,20.24105395,0.0,10.0,20.087242,20.259535,20.1054544,20.15488425,20.191397,20.21551625,20.24105395,0.0,77.14369009603872,4.73865270614624
ZTF22abgawlh,,good,29.0,17.848625,20.3647,17.889710400000002,18.03282,18.458487,19.167543,20.137621,0.5696290306481173,29.0,17.848625,20.3647,17.889710400000002,18.03282,18.458487,19.167543,20.137621,0.5696290306481173,1.6682647625302793,2.993131160736084
ZTF22abgaxqd,,good,39.0,19.508072,20.7429,19.5811689,19.683229,19.81337,20.0415565,20.3924,0.0442774197969165,39.0,19.508072,20.7429,19.5811689,19.683229,19.81337,20.0415565,20.3924,0.0442774197969165,0.5605561174264008,1.0696451663970947
ZTF22abgayvg,2022-09-18,bad,11.0,19.128555,20.042013,19.1993065,19.304488,19.349339,19.6724575,19.8873755,0.0515533334894828,11.0,19.128555,20.042013,19.1993065,19.304488,19.349339,19.6724575,19.8873755,0.0515533334894828,6.981950716977385,0.2348327487707138
ZTF22abgbaal,2022-09-17,bad,11.0,19.788567,20.7715,19.803883,19.885641,20.0381,20.324473,20.71515,0.0724733042508555,11.0,19.788567,20.7715,19.803883,19.885641,20.0381,20.324473,20.71515,0.0724733042508555,7.632730080428194,3.597717523574829
ZTF22abgbaut,,good,19.0,19.34717,20.4332,19.5474452,19.733269,19.8544,20.0854375,20.37371,0.0364372146222738,19.0,19.34717,20.4332,19.5474452,19.733269,19.8544,20.0854375,20.37371,0.0364372146222738,82.69537365963484,9.824211120605469
ZTF22abgbbal,,good,25.0,18.074776,20.5987,18.11711,18.36258,18.787111,19.11084,20.251877,0.4615010605099499,25.0,18.074776,20.5987,18.11711,18.36258,18.787111,19.11084,20.251877,0.4615010605099499,18.409497546784284,5.4168314933776855
ZTF22abgbbgx,,good,19.0,18.89782,20.064873,18.9322072,19.0171645,19.204931,19.5722045,19.8234633,0.1084883556607438,19.0,18.89782,20.064873,18.9322072,19.0171645,19.204931,19.5722045,19.8234633,0.1084883556607438,2.1455224980886607,1.779702067375183
ZTF22abgbbit,,good,5.0,19.815538,20.261683,19.8370064,19.92288,19.9637,20.15624,20.240594400000003,0.0042355463648822,5.0,19.815538,20.261683,19.8370064,19.92288,19.9637,20.15624,20.240594400000003,0.0042355463648822,0.25384100480569455,1.3449716567993164
ZTF22abgbbzi,,good,26.0,19.288813,20.145592,19.3278625,19.495498,19.6943,19.82323075,20.09887375,0.0379195155576725,26.0,19.288813,20.145592,19.3278625,19.495498,19.6943,19.82323075,20.09887375,0.0379195155576725,17.220760786009098,9.930387496948242
ZTF22abgbcef,,good,50.0,18.390503,20.7573,18.4230552,18.55638925,19.0573945,19.57152925,20.5406238,0.4356891463269948,50.0,18.390503,20.7573,18.4230552,18.55638925,19.0573945,19.57152925,20.5406238,0.4356891463269948,11.499723295727431,3.28434157371521
ZTF22abgbcjb,2022-09-17,bad,9.0,18.86096,19.837667,18.9358272,19.051754,19.127735,19.300179,19.654523,0.0595746843177126,9.0,18.86096,19.837667,18.9358272,19.051754,19.127735,19.300179,19.654523,0.0595746843177126,5.8173069861223805,4.412880897521973
ZTF22abgbcjd,,good,9.0,19.382177,19.838669,19.3901042,19.404129,19.46396,19.608786,19.7482958,0.0,9.0,19.382177,19.838669,19.3901042,19.404129,19.46396,19.608786,19.7482958,0.0,8.609195954498865,2.760378837585449
ZTF22abgbdxg,2022-10-06,bad,32.0,19.7036,21.969209671020508,19.92585895,20.0152515,20.1148345,20.41149425506592,21.22659969329834,0.0,22.0,19.7036,21.0218,19.86792445,20.0066925,20.0347225,20.12266725,20.28769055,0.0191750859678129,5.222003229094283,3.920362710952759
ZTF22abgbdzs,,good,6.0,19.9577,20.252043,19.97246125,20.034107,20.093996500000003,20.1462,20.22928225,0.0,6.0,19.9577,20.252043,19.97246125,20.034107,20.093996500000003,20.1462,20.22928225,0.0,8.354989078337411,1.9081047773361206
ZTF22abgbeed,,good,53.0,20.171875,23.586402893066406,20.292192459106445,20.40789222717285,20.593485,20.76416778564453,21.07237238891601,0.0,16.0,20.1741,21.0443,20.277075,20.373245,20.478250000000003,20.63353875,20.953025,0.0,1.847354979046272,0.7053934931755066
ZTF22abgbefa,2023-12-16,bad,34.0,20.442232131958008,100.0,20.453485,20.77799415588379,21.113595008850098,21.431209564208984,100.0,0.0,7.0,20.4425,21.3958,20.44757,20.475292,20.7177,21.079492,21.34306,0.0763174732828077,0.8992260959737897,0.8104546070098877
ZTF22abgbehq,,good,15.0,19.219543,20.029535,19.234733,19.493027,19.59434,19.7712965,19.9978684,0.0475037717374796,15.0,19.219543,20.029535,19.234733,19.493027,19.59434,19.7712965,19.9978684,0.0475037717374796,9.804670322580481,5.4195556640625
ZTF22abgbeul,2022-09-17,bad,12.0,19.754236,20.5537,19.8127758,19.985591,20.099127000000003,20.189408,20.4121146,0.0021389322472838,12.0,19.754236,20.5537,19.8127758,19.985591,20.099127000000003,20.189408,20.4121146,0.0021389322472838,3.7980878545572705,3.0084056854248047
ZTF22abgbffy,,good,61.0,16.092066,20.135328,16.247559,17.197313,18.058088,18.975546,19.8025,1.17950371031671,61.0,16.092066,20.135328,16.247559,17.197313,18.058088,18.975546,19.8025,1.17950371031671,10.084660084464172,4.49709939956665
ZTF22abgbfgc,,good,10.0,19.528696,20.119114,19.537372,19.575050500000003,19.6709065,19.7387975,19.9764109,0.0,10.0,19.528696,20.119114,19.537372,19.575050500000003,19.6709065,19.7387975,19.9764109,0.0,24.02209086457636,2.580057382583618
ZTF22abgbhub,,good,111.0,17.117338,19.6156,17.212282000000002,17.4799645,17.747246,18.563520500000003,19.417597,0.4914363154162327,111.0,17.117338,19.6156,17.212282000000002,17.4799645,17.747246,18.563520500000003,19.417597,0.4914363154162327,25.112213413013748,13.193254470825195
ZTF22abgbiyq,,good,86.0,19.9002,100.0,20.04543625,20.2678445,20.5458225,21.05591011047364,100.0,0.0,56.0,19.9002,21.017315,20.02768025,20.1627965,20.3383715,20.54268375,20.8859365,0.0081679888168787,0.8100945316424152,0.7223549485206604
ZTF22abgblwg,2022-09-19,bad,13.0,19.72435,20.3606,19.7729884,19.967852,19.985937,20.118221,20.34572,0.0,13.0,19.72435,20.3606,19.7729884,19.967852,19.985937,20.118221,20.34572,0.0,4.045567223504902,4.354440689086914
ZTF22abgbmfa,2022-09-18,bad,8.0,20.055986,20.6386,20.092463,20.1626135,20.329236,20.5158145,20.6211553,0.0025626893636542,8.0,20.055986,20.6386,20.092463,20.1626135,20.329236,20.5158145,20.6211553,0.0025626893636542,7.7391263761240925,2.0700771808624268
ZTF22abgbqvz,2022-09-18,bad,3.0,19.868666,19.9507,19.8729224,19.889948,19.91123,19.930965,19.946753,0.0,3.0,19.868666,19.9507,19.8729224,19.889948,19.91123,19.930965,19.946753,0.0,0.46513119225275734,3.1860156059265137
ZTF22abgbtjs,2022-09-18,bad,1.0,20.587627,20.587627,20.587627,20.587627,20.587627,20.587627,20.587627,0.0,1.0,20.587627,20.587627,20.587627,20.587627,20.587627,20.587627,20.587627,0.0,2.3173110798191177,1.6569881439208984
ZTF22abgbxbq,2022-09-18,bad,82.0,20.293133,100.0,20.3884831,20.5598,20.934233665466312,21.297908306121823,100.0,0.0,39.0,20.293133,21.0845,20.3581892,20.4749,20.554155,20.7154,21.01934,0.0,0.63965935900026,1.4820568561553955
ZTF22abgbxgu,,good,16.0,20.2379,20.6571,20.2565,20.427075,20.505873,20.5972,20.6466,0.0,16.0,20.2379,20.6571,20.2565,20.427075,20.505873,20.5972,20.6466,0.0,0.54356578445066,0.5881081223487854
ZTF22abgbybm,,good,1.0,18.852262,18.852262,18.852262,18.852262,18.852262,18.852262,18.852262,0.0,1.0,18.852262,18.852262,18.852262,18.852262,18.852262,18.852262,18.852262,0.0,2.0909560200119546,2.837832450866699
ZTF22abgbygw,,good,10.0,19.361534,19.733164,19.3737137,19.42439225,19.5929715,19.652474750000003,19.7112697,0.0,10.0,19.361534,19.733164,19.3737137,19.42439225,19.5929715,19.652474750000003,19.7112697,0.0,30.776849734252238,8.599876403808594
ZTF22abgbyth,,good,1.0,20.762623,20.762623,20.762623,20.762623,20.762623,20.762623,20.762623,0.0,1.0,20.762623,20.762623,20.762623,20.762623,20.762623,20.762623,20.762623,0.0,17.786470709751534,4.912692070007324
ZTF22abgbywx,,good,13.0,17.926767,19.472704,17.9326836,18.087898,18.351171,18.622244,19.2383086,0.2185639609779122,13.0,17.926767,19.472704,17.9326836,18.087898,18.351171,18.622244,19.2383086,0.2185639609779122,99.14885881795857,12.941956520080566
ZTF22abgbyxh,2022-09-18,bad,1.0,20.415813,20.415813,20.415813,20.415813,20.415813,20.415813,20.415813,0.0,1.0,20.415813,20.415813,20.415813,20.415813,20.415813,20.415813,20.415813,0.0,90.43441415328786,6.075539588928223
ZTF22abgcain,2022-09-18,bad,14.0,19.370523,20.234837,19.38842205,19.457287,19.5884535,19.699794,20.0227459,0.0262790357407617,14.0,19.370523,20.234837,19.38842205,19.457287,19.5884535,19.699794,20.0227459,0.0262790357407617,1.8751208143537155,2.6458077430725098
ZTF22abgcbbu,2022-09-18,bad,1.0,20.607756,20.607756,20.607756,20.607756,20.607756,20.607756,20.607756,0.0,1.0,20.607756,20.607756,20.607756,20.607756,20.607756,20.607756,20.607756,0.0,41.14201634130642,5.1883087158203125
ZTF22abgcckj,2022-09-24,bad,3.0,20.313131,20.7336,20.3505079,20.5000155,20.6869,20.71025,20.72893,0.0,3.0,20.313131,20.7336,20.3505079,20.5000155,20.6869,20.71025,20.72893,0.0,1.3430456906728212,1.259523868560791
ZTF22abgcdin,,good,17.0,19.192049,20.1761,19.1955338,19.268023,19.537647,19.636106,20.000724,0.0592762827270832,,,,,,,,,,4.713113860093414,1.3554168939590454
ZTF22abgcfkt,,good,1.0,20.634857,20.634857,20.634857,20.634857,20.634857,20.634857,20.634857,0.0,1.0,20.634857,20.634857,20.634857,20.634857,20.634857,20.634857,20.634857,0.0,6.457832188117223,1.1065033674240112
ZTF22abgcimj,,good,26.0,19.179852,20.3472,19.2158015,19.316156,19.54852,19.8206545,20.2119425,0.0940660564971796,26.0,19.179852,20.3472,19.2158015,19.316156,19.54852,19.8206545,20.2119425,0.0940660564971796,19.277413105860845,7.5897746086120605
ZTF22abgcitc,,good,20.0,19.69043,20.360561,19.7006045,19.79908025,19.873413,20.01208525,20.32284885,0.0005161021849019,20.0,19.69043,20.360561,19.7006045,19.79908025,19.873413,20.01208525,20.32284885,0.0005161021849019,10.228739053975536,5.702699184417725
ZTF22abgckhp,,good,17.0,19.36845,20.234568,19.3953908,19.52274,19.58023,19.7108,20.2046736,0.0511654598041891,17.0,19.36845,20.234568,19.3953908,19.52274,19.58023,19.7108,20.2046736,0.0511654598041891,30.582978111847545,2.6358261108398438
ZTF22abgcmnw,,,1.0,20.16498,20.16498,20.16498,20.16498,20.16498,20.16498,20.16498,0.0,,,,,,,,,,17.072018451264775,7.999758243560791
ZTF22abgcpaw,2022-09-18,bad,12.0,19.933578,20.523363,19.96212575,20.053978,20.118461,20.2509,20.43983835,0.0,12.0,19.933578,20.523363,19.96212575,20.053978,20.118461,20.2509,20.43983835,0.0,57.69008972681729,6.66314697265625
ZTF22abgcqjr,2022-09-18,bad,4.0,19.256332,20.126879,19.3541158,19.745251,19.9207755,19.981715,20.0978462,0.1221128644406526,4.0,19.256332,20.126879,19.3541158,19.745251,19.9207755,19.981715,20.0978462,0.1221128644406526,5.262207030776966,5.793503761291504
ZTF22abgcqmg,2022-09-18,bad,8.0,19.269949,20.071415,19.27015725,19.55956325,19.7698005,19.84995975,20.04367225,0.0634766469987094,8.0,19.269949,20.071415,19.27015725,19.55956325,19.7698005,19.84995975,20.04367225,0.0634766469987094,5.933845306950992,11.833959579467773
ZTF22abgdctk,,good,3.0,20.6039,20.8174,20.6145854,20.657327,20.710754,20.764077,20.8067354,0.0,3.0,20.6039,20.8174,20.6145854,20.657327,20.710754,20.764077,20.8067354,0.0,4.918136474779636,1.566497564315796
ZTF22abgdesh,2022-09-18,bad,135.0,19.88567,20.994613647460938,19.991908145324707,20.1394015,20.261228561401367,20.367095,20.575822812194826,0.0,68.0,19.88567,20.5566,19.9616643,20.12525,20.212359,20.2892,20.40085,0.0,12.039735027258883,7.127408027648926
ZTF22abgdewz,2022-09-18,bad,10.0,19.89591,20.5376,19.92028785,19.98918075,20.2125035,20.35295625,20.471225,0.0102028298996022,10.0,19.89591,20.5376,19.92028785,19.98918075,20.2125035,20.35295625,20.471225,0.0102028298996022,13.912678513932189,3.4988784790039062
ZTF22abgdgfi,,good,7.0,19.274357,19.917025,19.3194674,19.4511375,19.528652,19.746764,19.8785716,0.0327999932644217,7.0,19.274357,19.917025,19.3194674,19.4511375,19.528652,19.746764,19.8785716,0.0327999932644217,37.09869919264689,0.6231276988983154
ZTF22abgdjlx,2022-09-18,bad,17.0,19.211435,20.22096,19.2648134,19.334063,19.494825,19.730806,20.1688912,0.0641309780713184,17.0,19.211435,20.22096,19.2648134,19.334063,19.494825,19.730806,20.1688912,0.0641309780713184,19.9412375761562,12.346343040466309
ZTF22abgdjwt,2022-09-18,bad,50.0,18.714378,20.3339,18.7931751,18.9324085,19.122406,19.4408385,19.9766388,0.1261031660937451,50.0,18.714378,20.3339,18.7931751,18.9324085,19.122406,19.4408385,19.9766388,0.1261031660937451,6.096184821835714,0.9122389554977417
ZTF22abgdmri,,good,4.0,19.866882,20.4281,19.89716145,20.01827925,20.2179605,20.382407,20.4189614,0.0316088475512779,4.0,19.866882,20.4281,19.89716145,20.01827925,20.2179605,20.382407,20.4189614,0.0316088475512779,38.78407915389252,9.38294506072998
ZTF22abgdogh,2022-09-18,bad,2.0,20.283812,20.644768,20.301859800000003,20.374051,20.46429,20.554529,20.6267202,0.0272729847889746,2.0,20.283812,20.644768,20.301859800000003,20.374051,20.46429,20.554529,20.6267202,0.0272729847889746,22.24398079448505,5.554389476776123
ZTF22abgdolw,,good,2.0,20.5014,20.502768,20.5014684,20.501742,20.502084,20.502426,20.5026996,0.0,2.0,20.5014,20.502768,20.5014684,20.501742,20.502084,20.502426,20.5026996,0.0,69.39805820250602,11.323690414428711
ZTF22abgdoom,2022-09-18,bad,14.0,19.246454,19.6211,19.2580513,19.33337175,19.4119965,19.4698725,19.60805125,0.0,14.0,19.246454,19.6211,19.2580513,19.33337175,19.4119965,19.4698725,19.60805125,0.0,47.45622870191778,5.231201648712158
ZTF22abgdowr,,good,22.0,19.113564,20.129335,19.1575152,19.21386775,19.39342,19.65280125,20.10219495,0.0815688707488763,22.0,19.113564,20.129335,19.1575152,19.21386775,19.39342,19.65280125,20.10219495,0.0815688707488763,197.71222077526835,9.146842956542969
ZTF22abgdpdq,2022-09-18,bad,12.0,19.8514,20.345825,19.87588985,19.97471825,20.039809,20.07443725,20.22904625,0.0,12.0,19.8514,20.345825,19.87588985,19.97471825,20.039809,20.07443725,20.22904625,0.0,9.970652666966457,5.938868999481201
ZTF22abgdqec,,good,7.0,19.88182,20.2252,19.8900238,19.976783,20.063196,20.11175,20.20135,0.0,7.0,19.88182,20.2252,19.8900238,19.976783,20.063196,20.11175,20.20135,0.0,50.27215930478037,5.832802772521973
ZTF22abgdrje,2022-09-18,bad,4.0,20.424768,20.595984,20.43926025,20.49722925,20.5258425,20.5467225,20.5861317,0.0,4.0,20.424768,20.595984,20.43926025,20.49722925,20.5258425,20.5467225,20.5861317,0.0,19.660357967440802,1.9224631786346436
ZTF22abgdrrj,2022-09-18,bad,5.0,20.491127,20.8922,20.5018816,20.5449,20.5925,20.698408,20.8534416,0.0,5.0,20.491127,20.8922,20.5018816,20.5449,20.5925,20.698408,20.8534416,0.0,14.488027493358304,2.3108227252960205
ZTF22abgdseg,,good,6.0,20.172613,20.4991,20.18301325,20.2504355,20.36295,20.38831525,20.47319675,0.0,6.0,20.172613,20.4991,20.18301325,20.2504355,20.36295,20.38831525,20.47319675,0.0,1.6062780954858638,0.7565312385559082
ZTF22abgdsra,,good,9.0,19.88034,20.6148,19.8915632,19.921677,20.3203,20.5749,20.6063852,0.0382762276194133,9.0,19.88034,20.6148,19.8915632,19.921677,20.3203,20.5749,20.6063852,0.0382762276194133,30.30986144553403,4.508568286895752
ZTF22abgdwbc,,good,10.0,20.174255,20.6901,20.21360975,20.3006575,20.445306,20.522475,20.631735000000003,0.0,10.0,20.174255,20.6901,20.21360975,20.3006575,20.445306,20.522475,20.631735000000003,0.0,5.8400365444016495,1.0471680164337158
ZTF22abgehco,,good,12.0,19.787464,20.4743,19.81809845,19.87554925,20.2158155,20.3795505,20.46968,0.0348397947902671,12.0,19.787464,20.4743,19.81809845,19.87554925,20.2158155,20.3795505,20.46968,0.0348397947902671,7.503205528603412,3.733755350112915
ZTF22abgeilv,,good,3.0,20.6661,20.825813,20.67963,20.73375,20.8014,20.8136065,20.8233717,0.0,3.0,20.6661,20.825813,20.67963,20.73375,20.8014,20.8136065,20.8233717,0.0,46.28231665938758,5.63358736038208
ZTF22abgejym,2022-09-18,bad,5.0,20.236603,20.473743,20.2477128,20.292152,20.3607,20.3983,20.4586544,0.0,5.0,20.236603,20.473743,20.2477128,20.292152,20.3607,20.3983,20.4586544,0.0,0.9219525174197732,2.232524871826172
