oid,veto_date,label,n_points_alert,mag_min_alert,mag_max_alert,mag_p05_alert,mag_p25_alert,mag_p50_alert,mag_p75_alert,mag_p95_alert,excess_variance_alert,n_points_dr,mag_min_dr,mag_max_dr,mag_p05_dr,mag_p25_dr,mag_p50_dr,mag_p75_dr,mag_p95_dr,excess_variance_dr
ZTF23aaogsqh,,good,4.0,20.137867,20.4456,20.16167995,20.25693175,20.33211,20.3871,20.4339,0.0,4.0,20.137867,20.4456,20.16167995,20.25693175,20.33211,20.3871,20.4339,0.0
ZTF23aaogziu,2023-06-16,bad,5.0,20.1453,20.497755,20.17356,20.2866,20.335531,20.4719,20.492584,0.0,5.0,20.1453,20.497755,20.17356,20.2866,20.335531,20.4719,20.492584,0.0
ZTF23aaohabn,,good,7.0,20.052025,20.4851,20.0563675,20.076666000000003,20.13418,20.302848,20.4541808,0.0,7.0,20.052025,20.4851,20.0563675,20.076666000000003,20.13418,20.302848,20.4541808,0.0
ZTF23aaohdaa,,good,8.0,19.323566,20.2983,19.34941595,19.561943,19.839797500000003,20.11821425,20.27413915,0.1143887503427964,8.0,19.323566,20.2983,19.34941595,19.561943,19.839797500000003,20.11821425,20.27413915,0.1143887503427964
ZTF23aaohfjk,,good,1.0,20.333479,20.333479,20.333479,20.333479,20.333479,20.333479,20.333479,0.0,1.0,20.333479,20.333479,20.333479,20.333479,20.333479,20.333479,20.333479,0.0
ZTF23aaohfxx,,good,58.0,18.795046,20.4697,18.8097421,18.91718175,19.160795,19.63911575,20.05172,0.1755571567962126,59.0,18.795046,20.4697,18.8099014,18.9172585,19.172422,19.6486095,20.04418,0.1808157336420235
ZTF23aaohpnv,,good,19.0,19.107521,20.3325,19.2498263,19.6096285,19.921062,20.059415,20.2646697,0.077631344242926,19.0,19.107521,20.3325,19.2498263,19.6096285,19.921062,20.059415,20.2646697,0.077631344242926
ZTF23aaohqcn,,good,167.0,17.082563,24.534469604492188,17.4466811,17.8136645,18.2154541015625,20.43845844268799,21.6543571472168,1.3673594350610998,107.0,17.082563,21.095024,17.3277748,17.6553735,17.956621,18.257131,20.44546,0.8235884878769462
ZTF23aaoihym,,good,60.0,19.000729,20.8904,19.25087575,19.3424715,19.4322355,19.84044325,20.47030495,0.1416906108166613,60.0,19.000729,20.8904,19.25087575,19.3424715,19.4322355,19.84044325,20.47030495,0.1416906108166613
ZTF23aaoihyn,,good,1.0,19.742037,19.742037,19.742037,19.742037,19.742037,19.742037,19.742037,0.0,1.0,19.742037,19.742037,19.742037,19.742037,19.742037,19.742037,19.742037,0.0
ZTF23aaoiyzr,,good,50.0,19.10825,20.5012,19.12078205,19.24179525,19.353044500000003,19.66361825,20.12539,0.0818518394330999,50.0,19.10825,20.5012,19.12078205,19.24179525,19.353044500000003,19.66361825,20.12539,0.0818518394330999
ZTF23aaojlpq,2023-06-19,bad,8.0,20.0246,20.7893,20.0734453,20.186989500000003,20.198345,20.30147125,20.679495900000003,0.0111250583084421,8.0,20.0246,20.7893,20.0734453,20.186989500000003,20.198345,20.30147125,20.679495900000003,0.0111250583084421
ZTF23aaojwkb,,good,32.0,18.240591,21.0322,18.30196285,18.6206775,18.945566,19.446800250000003,20.456945,0.4617412037662905,32.0,18.240591,21.0322,18.30196285,18.6206775,18.945566,19.446800250000003,20.456945,0.4617412037662905
ZTF23aaokeqj,,good,14.0,19.9867,20.698,20.026675,20.175225,20.24773,20.306709750000003,20.62507,0.0,14.0,19.9867,20.698,20.026675,20.175225,20.24773,20.306709750000003,20.62507,0.0
ZTF23aaokxll,,good,10.0,18.72959,20.215,18.7404584,18.82286475,18.9980535,19.36498225,19.98964,0.2136734194342079,10.0,18.72959,20.215,18.7404584,18.82286475,18.9980535,19.36498225,19.98964,0.2136734194342079
ZTF23aaokzrb,,good,14.0,19.821518,20.7279,19.8416407,19.88766925,20.01295,20.265825,20.5573946,0.0266516606929607,14.0,19.821518,20.7279,19.8416407,19.88766925,20.01295,20.265825,20.5573946,0.0266516606929607
ZTF23aaolbvw,2023-06-19,bad,15.0,19.690924,20.7166,19.7052887,19.90435,19.97369,20.303799,20.5137155,0.0422288383385499,15.0,19.690924,20.7166,19.7052887,19.90435,19.97369,20.303799,20.5137155,0.0422288383385499
ZTF23aaolssg,,good,3.0,20.4348,20.4656,20.435988,20.44074,20.44668,20.45614,20.463708,0.0,3.0,20.4348,20.4656,20.435988,20.44074,20.44668,20.45614,20.463708,0.0
ZTF23aaomufr,2023-06-17,bad,24.0,19.699053,20.3532,19.76589515,19.8556335,19.9132825,20.01315,20.131558,0.0,24.0,19.699053,20.3532,19.76589515,19.8556335,19.9132825,20.01315,20.131558,0.0
ZTF23aaonorp,,good,2.0,20.1547,20.217972,20.1578636,20.170518,20.186336,20.202154,20.2148084,0.0,2.0,20.1547,20.217972,20.1578636,20.170518,20.186336,20.202154,20.2148084,0.0
ZTF23aaooaro,2023-06-19,bad,5.0,19.4082,20.2139,19.4375142,19.554771,19.58729,19.771425,20.125405,0.0732943648916359,5.0,19.4082,20.2139,19.4375142,19.554771,19.58729,19.771425,20.125405,0.0732943648916359
ZTF23aaooarp,,good,5.0,19.84777,20.7199,19.8616556,19.917198,20.01729,20.211426,20.6182052,0.0801496882237385,5.0,19.84777,20.7199,19.8616556,19.917198,20.01729,20.211426,20.6182052,0.0801496882237385
ZTF23aaoocjr,2023-06-19,bad,10.0,19.8432,20.5371,19.864395,19.940395,19.984379,20.27699875,20.48184,0.0,10.0,19.8432,20.5371,19.864395,19.940395,19.984379,20.27699875,20.48184,0.0
ZTF23aaoorce,,good,13.0,18.953337,20.1594,18.9670206,19.09214,19.145,19.539549,20.058705,0.1217891775279175,13.0,18.953337,20.1594,18.9670206,19.09214,19.145,19.539549,20.058705,0.1217891775279175
ZTF23aaoorls,,good,7.0,19.876057,20.3817,19.9040377,19.96941,19.972486,20.088795,20.32308,0.0,7.0,19.876057,20.3817,19.9040377,19.96941,19.972486,20.088795,20.32308,0.0
ZTF23aaopfhd,,good,12.0,20.0791,20.7779,20.08022035,20.20233075,20.324633,20.59089275,20.75095,0.0176520486138066,12.0,20.0791,20.7779,20.08022035,20.20233075,20.324633,20.59089275,20.75095,0.0176520486138066
ZTF23aaopjox,,good,3.0,20.691387,20.7387,20.6922083,20.6954935,20.6996,20.71915,20.73479,0.0,3.0,20.691387,20.7387,20.6922083,20.6954935,20.6996,20.71915,20.73479,0.0
ZTF23aaopoqn,2023-06-19,bad,1.0,20.302193,20.302193,20.302193,20.302193,20.302193,20.302193,20.302193,0.0,1.0,20.302193,20.302193,20.302193,20.302193,20.302193,20.302193,20.302193,0.0
ZTF23aaopruu,,good,6.0,20.166115,20.9315,20.224636250000003,20.468425000000003,20.75905,20.899375,20.928,0.011535467618649,6.0,20.166115,20.9315,20.224636250000003,20.468425000000003,20.75905,20.899375,20.928,0.011535467618649
ZTF23aaopvpn,,good,20.0,19.63963,20.7954,19.7659914,19.845275,19.9961065,20.272425,20.66829,0.0528522334345172,20.0,19.63963,20.7954,19.7659914,19.845275,19.9961065,20.272425,20.66829,0.0528522334345172
ZTF23aaopxrq,,good,4.0,20.483093,20.7878,20.48915405,20.51339825,20.56065,20.6453,20.7593,0.0,4.0,20.483093,20.7878,20.48915405,20.51339825,20.56065,20.6453,20.7593,0.0
ZTF23aaoqmav,,good,1.0,20.527466,20.527466,20.527466,20.527466,20.527466,20.527466,20.527466,0.0,1.0,20.527466,20.527466,20.527466,20.527466,20.527466,20.527466,20.527466,0.0
ZTF23aaoqytf,,good,22.0,18.320147,20.290031,18.486354100000003,18.836841,19.179925,19.574117,20.2332974,0.3142111185179018,22.0,18.320147,20.290031,18.486354100000003,18.836841,19.179925,19.574117,20.2332974,0.3142111185179018
ZTF23aaoqyvx,,good,31.0,19.108788,21.0667,19.2879315,19.521194,19.803047,20.2589105,20.81525,0.2109910823403895,31.0,19.108788,21.0667,19.2879315,19.521194,19.803047,20.2589105,20.81525,0.2109910823403895
ZTF23aaoreeq,,good,27.0,19.853144,20.6272,20.0175554,20.143852,20.2244,20.3507,20.53579,0.0,27.0,19.853144,20.6272,20.0175554,20.143852,20.2244,20.3507,20.53579,0.0
ZTF23aaoriey,2023-06-19,bad,117.0,19.460857391357425,21.709102630615234,20.06761245727539,20.257225036621094,20.3939,20.5577,20.771213802490237,0.0,63.0,19.99699,20.8301,20.1073952,20.286267,20.4011,20.5616,20.716900000000003,0.0
ZTF23aaoriza,2023-06-21,bad,18.0,19.771397,20.748674,19.7830709,19.85096425,19.937746,20.0240715,20.5316061,0.0379108806796978,18.0,19.771397,20.748674,19.7830709,19.85096425,19.937746,20.0240715,20.5316061,0.0379108806796978
ZTF23aaorkgz,,good,10.0,20.468107,21.0024,20.48740885,20.56433,20.692927,20.7588585,20.92716,0.0,10.0,20.468107,21.0024,20.48740885,20.56433,20.692927,20.7588585,20.92716,0.0
ZTF23aaorlyv,,good,4.0,20.489775,20.6261,20.50663875,20.57409375,20.6094,20.618975,20.624675,0.0,4.0,20.489775,20.6261,20.50663875,20.57409375,20.6094,20.618975,20.624675,0.0
ZTF23aaorsdi,,good,1.0,20.312525,20.312525,20.312525,20.312525,20.312525,20.312525,20.312525,0.0,1.0,20.312525,20.312525,20.312525,20.312525,20.312525,20.312525,20.312525,0.0
ZTF23aaorsge,2023-06-19,bad,8.0,20.346775,20.8354,20.4104575,20.64310525,20.7357,20.796075,20.83274,0.0,8.0,20.346775,20.8354,20.4104575,20.64310525,20.7357,20.796075,20.83274,0.0
ZTF23aaorsgv,2023-06-19,bad,7.0,20.20505,20.7892,20.226785,20.2811725,20.499727,20.61435,20.75449,0.0,7.0,20.20505,20.7892,20.226785,20.2811725,20.499727,20.61435,20.75449,0.0
ZTF23aaoruhp,,good,25.0,18.237682,20.3972,18.2692136,18.340572,18.735489,19.1064,19.47875,0.2475578885128153,25.0,18.237682,20.3972,18.2692136,18.340572,18.735489,19.1064,19.47875,0.2475578885128153
ZTF23aaorwsb,,good,5.0,19.466455,20.5583,19.497244,19.6204,20.2076,20.440847,20.5348094,0.1752671752069283,5.0,19.466455,20.5583,19.497244,19.6204,20.2076,20.440847,20.5348094,0.1752671752069283
ZTF23aaoryle,,good,2.0,19.961767,20.5327,19.99031365,20.10450025,20.2472335,20.38996675,20.50415335,0.1223408886619448,2.0,19.961767,20.5327,19.99031365,20.10450025,20.2472335,20.38996675,20.50415335,0.1223408886619448
ZTF23aaosajt,,good,3.0,19.481094,19.9461,19.4855235,19.5032415,19.525389,19.735744500000003,19.9040289,0.039905115150987,3.0,19.481094,19.9461,19.4855235,19.5032415,19.525389,19.735744500000003,19.9040289,0.039905115150987
ZTF23aaosfip,2023-06-19,bad,4.0,20.0547,20.3126,20.054796,20.05518,20.1533225,20.26662875,20.30340575,0.0,4.0,20.0547,20.3126,20.054796,20.05518,20.1533225,20.26662875,20.30340575,0.0
ZTF23aaosfkk,,good,20.0,20.449352264404297,21.83823013305664,20.66266593933106,20.96021604537964,21.23849201202393,21.46316337585449,21.831110858917235,0.0,1.0,21.02254,21.02254,21.02254,21.02254,21.02254,21.02254,21.02254,0.0
ZTF23aaosgrm,,good,12.0,19.986,20.5209,20.030275,20.1543315,20.3366,20.472075,20.501595,0.0,12.0,19.986,20.5209,20.030275,20.1543315,20.3366,20.472075,20.501595,0.0
ZTF23aaosxwl,,good,2.0,20.135021,20.5427,20.15540495,20.23694075,20.3388605,20.44078025,20.52231605,0.0232673845431206,2.0,20.135021,20.5427,20.15540495,20.23694075,20.3388605,20.44078025,20.52231605,0.0232673845431206
ZTF23aaoszvx,,good,11.0,20.57274627685547,24.93228530883789,20.61067463842773,20.895580291748047,21.06373405456543,21.233460426330566,23.156740188598636,0.0,1.0,20.648603,20.648603,20.648603,20.648603,20.648603,20.648603,20.648603,0.0
ZTF23aaothvy,,good,12.0,19.4278,20.6197,19.52209255,19.8281,19.934213,20.024823750000003,20.44191415,0.046017141196053,12.0,19.4278,20.6197,19.52209255,19.8281,19.934213,20.024823750000003,20.44191415,0.046017141196053
ZTF23aaotjnn,2023-06-24,bad,6.0,19.70625,20.5837,19.761386,20.00107375,20.2291315,20.3564125,20.53705,0.0,6.0,19.70625,20.5837,19.761386,20.00107375,20.2291315,20.3564125,20.53705,0.0
ZTF23aaotsbf,2023-06-19,bad,6.0,19.567505,20.5168,19.608576,19.7330555,19.9004635,20.1529395,20.4332405,0.0862700401347855,6.0,19.567505,20.5168,19.608576,19.7330555,19.9004635,20.1529395,20.4332405,0.0862700401347855
ZTF23aaotsyz,2023-06-19,bad,3.0,20.282684,20.6882,20.3012956,20.375742,20.4688,20.5785,20.66626,0.0,3.0,20.282684,20.6882,20.3012956,20.375742,20.4688,20.5785,20.66626,0.0
ZTF23aaotvsl,,good,38.0,18.355179,20.4001,18.41897235,18.51851325,19.1042095,19.59609675,20.166605,0.3710036952434245,38.0,18.355179,20.4001,18.41897235,18.51851325,19.1042095,19.59609675,20.166605,0.3710036952434245
ZTF23aaotzad,,good,8.0,20.417206,20.7355,20.4206689,20.469175,20.50223,20.555725,20.68468,0.0,8.0,20.417206,20.7355,20.4206689,20.469175,20.50223,20.555725,20.68468,0.0
ZTF23aaoucxq,2023-06-22,bad,6.0,19.395573,19.887592,19.409879,19.48986775,19.608344,19.63832475,19.82716825,0.0,6.0,19.395573,19.887592,19.409879,19.48986775,19.608344,19.63832475,19.82716825,0.0
ZTF23aaoulng,,good,14.0,19.68059,20.4418,19.69446555,19.892368,20.026168,20.17408325,20.3831843,0.0155414717963981,14.0,19.68059,20.4418,19.69446555,19.892368,20.026168,20.17408325,20.3831843,0.0155414717963981
ZTF23aaouqoo,,good,54.0,18.564985,20.7208,18.61070535,19.0178385,19.27339,19.61970725,20.1132437,0.2213695918294048,54.0,18.564985,20.7208,18.61070535,19.0178385,19.27339,19.61970725,20.1132437,0.2213695918294048
ZTF23aaouqsd,,good,8.0,19.59056,20.31325,19.6434625,19.77437025,19.835014,19.95781,20.1940225,0.0159154890705383,8.0,19.59056,20.31325,19.6434625,19.77437025,19.835014,19.95781,20.1940225,0.0159154890705383
ZTF23aaoutth,2023-06-19,bad,3.0,20.269045,20.836,20.3160705,20.5041725,20.7393,20.78765,20.82633,0.0092007403840092,3.0,20.269045,20.836,20.3160705,20.5041725,20.7393,20.78765,20.82633,0.0092007403840092
ZTF23aaovclq,,good,35.0,19.884403,21.1241,20.0326292,20.097174,20.2738,20.4458585,20.785120000000003,0.0195521020653912,35.0,19.884403,21.1241,20.0326292,20.097174,20.2738,20.4458585,20.785120000000003,0.0195521020653912
ZTF23aaovhtk,,good,21.0,19.93917,20.6851,19.968012,20.216694,20.3128,20.4971,20.5835,0.0,21.0,19.93917,20.6851,19.968012,20.216694,20.3128,20.4971,20.5835,0.0
ZTF23aaovofm,,good,11.0,20.026,20.5103,20.039884,20.224465,20.3003,20.3862,20.472272,0.0,11.0,20.026,20.5103,20.039884,20.224465,20.3003,20.3862,20.472272,0.0
ZTF23aaovxyr,2023-06-19,bad,13.0,18.509205,19.579815,18.536844,18.588135,18.75563,19.069613,19.5281598,0.1293810973598504,13.0,18.509205,19.579815,18.536844,18.588135,18.75563,19.069613,19.5281598,0.1293810973598504
ZTF23aaovxzm,2023-06-24,bad,18.0,20.029121,20.56506,20.04632245,20.135275,20.194215,20.3115,20.527609,0.0,18.0,20.029121,20.56506,20.04632245,20.135275,20.194215,20.3115,20.527609,0.0
ZTF23aaovxzo,2023-06-22,bad,125.0,19.67927,21.368038177490234,19.7881528,20.0826,20.2179,20.537721633911133,20.816630554199214,0.0533834403254268,73.0,19.67927,20.7343,19.7566158,19.957108,20.107887,20.2166,20.518177,0.0100751159280804
ZTF23aaovyoq,,good,252.0,19.63568878173828,21.96030807495117,19.9961935,20.21971225738525,20.34846477355957,20.50385571060181,20.76035241729736,0.0,132.0,19.8685,20.8465,19.9961935,20.19562475,20.3247565,20.44906875,20.61313,0.0
ZTF23aaovyyx,,good,7.0,19.7575,20.152824,19.7660236,19.803046,20.0144,20.1284,20.1527868,0.0,7.0,19.7575,20.152824,19.7660236,19.803046,20.0144,20.1284,20.1527868,0.0
ZTF23aaowaxu,,good,8.0,19.117825,20.6377,19.24962555,19.5140075,19.792715,20.16011125,20.519155,0.2096440066536845,8.0,19.117825,20.6377,19.24962555,19.5140075,19.792715,20.16011125,20.519155,0.2096440066536845
ZTF23aaowcuc,,good,1.0,20.27771,20.27771,20.27771,20.27771,20.27771,20.27771,20.27771,0.0,1.0,20.27771,20.27771,20.27771,20.27771,20.27771,20.27771,20.27771,0.0
ZTF23aaowenv,2023-06-19,bad,17.0,20.368786,100.0,20.4514372,20.919437408447266,21.02223396301269,21.3113021850586,100.0,0.0,8.0,20.368786,21.2798,20.4049459,20.517850000000003,20.9076235,20.9906415,21.179665,0.0296597784020556
ZTF23aaowhvm,,good,1.0,18.313398,18.313398,18.313398,18.313398,18.313398,18.313398,18.313398,0.0,1.0,18.313398,18.313398,18.313398,18.313398,18.313398,18.313398,18.313398,0.0
ZTF23aaowohw,,good,88.0,19.587825775146484,20.896289825439453,19.86042410232544,20.09424875,20.277878761291504,20.436085751220705,20.691506825408936,0.0229831260168507,23.0,19.8483,20.6984,19.9649862,20.077486,20.231361,20.3239,20.6193136,0.0
ZTF23aaowxqh,2023-06-21,bad,10.0,19.27999,19.821365,19.30326355,19.44790475,19.532712,19.6351155,19.753577,0.0,10.0,19.27999,19.821365,19.30326355,19.44790475,19.532712,19.6351155,19.753577,0.0
ZTF23aaoxcoy,,good,1.0,19.59273,19.59273,19.59273,19.59273,19.59273,19.59273,19.59273,0.0,1.0,19.59273,19.59273,19.59273,19.59273,19.59273,19.59273,19.59273,0.0
ZTF23aaoxhmh,2023-06-20,bad,2.0,19.974375,20.2444,19.98787625,20.04188125,20.1093875,20.17689375,20.23089875,0.0,2.0,19.974375,20.2444,19.98787625,20.04188125,20.1093875,20.17689375,20.23089875,0.0
ZTF23aaoxlco,,good,18.0,19.607,20.4733,19.67673485,19.72142325,19.8224345,20.000351,20.389405,0.0154796836667792,18.0,19.607,20.4733,19.67673485,19.72142325,19.8224345,20.000351,20.389405,0.0154796836667792
ZTF23aaoxldp,,good,10.0,20.075241,20.4318,20.10664605,20.18745925,20.22895,20.32682825,20.416725,0.0,10.0,20.075241,20.4318,20.10664605,20.18745925,20.22895,20.32682825,20.416725,0.0
ZTF23aaoxlek,,good,2.0,20.334875,20.346663,20.3354644,20.337822,20.340769,20.343716,20.3460736,0.0,2.0,20.334875,20.346663,20.3354644,20.337822,20.340769,20.343716,20.3460736,0.0
ZTF23aaoxmim,,good,20.0,18.995365,20.3965,19.05546105,19.19009375,19.369002,19.60833575,20.3394582,0.1609611034283338,20.0,18.995365,20.3965,19.05546105,19.19009375,19.369002,19.60833575,20.3394582,0.1609611034283338
ZTF23aaoxngr,,good,73.0,18.62458,20.8427,18.7611008,18.964153,19.379381,19.83273,20.61902,0.3062450054678728,73.0,18.62458,20.8427,18.7611008,18.964153,19.379381,19.83273,20.61902,0.3062450054678728
ZTF23aaoxqxb,,good,11.0,19.937532,20.8958,19.96772,20.0844,20.145075,20.337083,20.68335,0.0203213206320205,11.0,19.937532,20.8958,19.96772,20.0844,20.145075,20.337083,20.68335,0.0203213206320205
ZTF23aaoxyqx,2023-06-20,bad,15.0,19.6441,20.7686,19.65621,19.927305,20.046778,20.2021305,20.68796,0.0593065889951002,15.0,19.6441,20.7686,19.65621,19.927305,20.046778,20.2021305,20.68796,0.0593065889951002
ZTF23aaoxywk,,good,19.0,18.74138,20.034838,18.783878,18.901356,19.283384,19.4063755,19.9786654,0.1433077043090957,19.0,18.74138,20.034838,18.783878,18.901356,19.283384,19.4063755,19.9786654,0.1433077043090957
ZTF23aaoypfx,,good,22.0,19.434526,20.4624,19.49242885,19.69949075,19.7833715,20.2587555,20.41502525,0.0808059584633821,22.0,19.434526,20.4624,19.49242885,19.69949075,19.7833715,20.2587555,20.41502525,0.0808059584633821
ZTF23aaoypgv,,good,22.0,20.031244,21.2786,20.0839652,20.26079,20.379339,20.6329,20.926065,0.0418141464929883,22.0,20.031244,21.2786,20.0839652,20.26079,20.379339,20.6329,20.926065,0.0418141464929883
ZTF23aaoyplb,2023-06-21,bad,2.0,20.723543,20.7767,20.72620085,20.73683225,20.7501215,20.76341075,20.774042150000003,0.0,2.0,20.723543,20.7767,20.72620085,20.73683225,20.7501215,20.76341075,20.774042150000003,0.0
ZTF23aaozatq,,good,94.0,17.711159,20.5654,17.75911245,17.87093625,18.431433,19.3081855,20.177104,0.6687227031640677,94.0,17.711159,20.5654,17.75911245,17.87093625,18.431433,19.3081855,20.177104,0.6687227031640677
ZTF23aaozcxc,,good,12.0,20.0855,20.8127,20.1130187,20.201229,20.3134,20.376525,20.618935,0.0,12.0,20.0855,20.8127,20.1130187,20.201229,20.3134,20.376525,20.618935,0.0
ZTF23aaozlel,,good,4.0,19.685514,20.104202,19.686686400000003,19.691376,19.7158065,19.82976275,20.04931415,0.0203983273337194,4.0,19.685514,20.104202,19.686686400000003,19.691376,19.7158065,19.82976275,20.04931415,0.0203983273337194
ZTF23aapadvo,,good,1.0,18.941662,18.941662,18.941662,18.941662,18.941662,18.941662,18.941662,0.0,1.0,18.941662,18.941662,18.941662,18.941662,18.941662,18.941662,18.941662,0.0
ZTF23aapafah,,good,10.0,18.333462,19.753548,18.3435861,18.421435,18.55729,19.251181000000003,19.6130265,0.2558123816721027,10.0,18.333462,19.753548,18.3435861,18.421435,18.55729,19.251181000000003,19.6130265,0.2558123816721027
ZTF23aapafxz,,good,1.0,20.24134,20.24134,20.24134,20.24134,20.24134,20.24134,20.24134,0.0,1.0,20.24134,20.24134,20.24134,20.24134,20.24134,20.24134,20.24134,0.0
ZTF23aapafzi,,good,6.0,20.129095,20.8228,20.14269675,20.2094745,20.296346,20.4139345,20.7296365,0.0119308934912399,6.0,20.129095,20.8228,20.14269675,20.2094745,20.296346,20.4139345,20.7296365,0.0119308934912399
ZTF23aapagcd,2023-06-21,bad,13.0,20.0289,20.7086,20.05164,20.179953,20.2971,20.36151,20.65274,0.0,13.0,20.0289,20.7086,20.05164,20.179953,20.2971,20.36151,20.65274,0.0
ZTF23aapbhzr,2023-06-21,bad,1.0,20.202028,20.202028,20.202028,20.202028,20.202028,20.202028,20.202028,0.0,1.0,20.202028,20.202028,20.202028,20.202028,20.202028,20.202028,20.202028,0.0
ZTF23aapbrrq,2023-06-21,bad,62.0,16.926699,100.0,17.07254205,17.68179625,18.9675655,20.21895808639526,100.0,0.0,43.0,16.926699,20.837,17.0710037,17.4321785,18.108227,19.0725735,19.98373,0.9962303043413592
ZTF23aapbslt,,good,7.0,20.2829,20.8381,20.298962300000003,20.367048,20.4158,20.6344,20.80618,0.0,7.0,20.2829,20.8381,20.298962300000003,20.367048,20.4158,20.6344,20.80618,0.0
ZTF23aapbsmr,,good,8.0,17.60842,19.057076,17.62678415,17.66537925,17.8770465,18.17569025,18.8603354,0.2490653065504784,8.0,17.60842,19.057076,17.62678415,17.66537925,17.8770465,18.17569025,18.8603354,0.2490653065504784
ZTF23aapcllu,,good,51.0,18.601156,21.1042,18.700444,19.007319,19.36923,19.8198625,20.6195,0.3560155186943948,51.0,18.601156,21.1042,18.700444,19.007319,19.36923,19.8198625,20.6195,0.3560155186943948
ZTF23aapcqjj,,good,16.0,19.597178,20.6584,19.5990575,19.69445575,19.941888,20.28486875,20.43886,0.0712259590608433,16.0,19.597178,20.6584,19.5990575,19.69445575,19.941888,20.28486875,20.43886,0.0712259590608433
ZTF23aapcqqh,2023-06-21,bad,7.0,19.992823,20.5081,20.0289508,20.1181245,20.158438,20.217425,20.43055,0.0,7.0,19.992823,20.5081,20.0289508,20.1181245,20.158438,20.217425,20.43055,0.0
ZTF23aapcvif,2023-06-26,bad,1.0,20.57412,20.57412,20.57412,20.57412,20.57412,20.57412,20.57412,0.0,1.0,20.57412,20.57412,20.57412,20.57412,20.57412,20.57412,20.57412,0.0
ZTF23aapdhrb,2023-06-22,bad,8.0,19.792742,20.4466,19.8176284,19.8742665,20.0047,20.354,20.436555,0.0135584203625893,8.0,19.792742,20.4466,19.8176284,19.8742665,20.0047,20.354,20.436555,0.0135584203625893
ZTF23aapdibe,,good,4.0,20.163733,20.749,20.18465305,20.26833325,20.448,20.63185,20.72557,0.0,4.0,20.163733,20.749,20.18465305,20.26833325,20.448,20.63185,20.72557,0.0
ZTF23aapeemz,,good,4.0,19.725437,20.2736,19.73293145,19.76290925,19.88005,20.056925,20.230265,0.0,4.0,19.725437,20.2736,19.73293145,19.76290925,19.88005,20.056925,20.230265,0.0
ZTF23aapeqdh,,good,2.0,20.713137,20.8481,20.71988515,20.74687775,20.7806185,20.81435925,20.84135185,0.0,2.0,20.713137,20.8481,20.71988515,20.74687775,20.7806185,20.81435925,20.84135185,0.0
ZTF23aaperve,,good,11.0,19.3589,20.329678,19.3968535,19.461917,19.648026,19.9904355,20.279439,0.0801968892994936,11.0,19.3589,20.329678,19.3968535,19.461917,19.648026,19.9904355,20.279439,0.0801968892994936
ZTF23aapfaia,2023-06-22,bad,5.0,20.550797,20.8491,20.5534776,20.5642,20.63746,20.8261,20.8445,0.0,5.0,20.550797,20.8491,20.5534776,20.5642,20.63746,20.8261,20.8445,0.0
ZTF23aapfrwv,,good,31.0,17.130224,20.021048,17.157204,17.744388999999998,18.292328,19.153884,19.757536,0.7793992250568389,31.0,17.130224,20.021048,17.157204,17.744388999999998,18.292328,19.153884,19.757536,0.7793992250568389
ZTF23aapftek,2023-06-24,bad,8.0,18.508469,19.756964,18.5227203,18.8198155,19.339891,19.5164,19.7073116,0.2100409277026504,8.0,18.508469,19.756964,18.5227203,18.8198155,19.339891,19.5164,19.7073116,0.2100409277026504
ZTF23aapfyou,,good,9.0,18.642477,19.962133,18.6474874,18.728586,19.37486,19.766098,19.926089,0.2983368821259153,9.0,18.642477,19.962133,18.6474874,18.728586,19.37486,19.766098,19.926089,0.2983368821259153
ZTF23aapfzdf,,good,20.0,19.726,20.9391,19.76077,19.96420275,20.1384525,20.3128935,20.729625,0.0496303865047634,20.0,19.726,20.9391,19.76077,19.96420275,20.1384525,20.3128935,20.729625,0.0496303865047634
ZTF23aapgckf,,good,22.0,17.120935,19.9172,17.2341401,17.9916525,18.48453,19.30125025,19.90552665,0.7249693621120422,22.0,17.120935,19.9172,17.2341401,17.9916525,18.48453,19.30125025,19.90552665,0.7249693621120422
ZTF23aapgdnm,,good,22.0,19.632397,20.9325,19.6907427,19.781719,20.0074,20.110502250000003,20.5180671,0.0615209078413415,22.0,19.632397,20.9325,19.6907427,19.781719,20.0074,20.110502250000003,20.5180671,0.0615209078413415
ZTF23aapgjtm,,good,30.0,19.088037,20.6375,19.15459285,19.259929,19.468626,19.9510435,20.45508,0.1605542141002814,30.0,19.088037,20.6375,19.15459285,19.259929,19.468626,19.9510435,20.45508,0.1605542141002814
ZTF23aapgswu,,good,54.0,17.900227,20.7672,18.2998442,19.10249525,19.583562,20.1097375,20.410155,0.4572705279321571,54.0,17.900227,20.7672,18.2998442,19.10249525,19.583562,20.1097375,20.410155,0.4572705279321571
ZTF23aapgxic,,good,15.0,17.600088,20.159903,17.7209024,18.5082645,19.559416,19.7169785,19.9834337,0.6645523614047908,15.0,17.600088,20.159903,17.7209024,18.5082645,19.559416,19.7169785,19.9834337,0.6645523614047908
ZTF23aaphlqg,,good,1.0,19.35831,19.35831,19.35831,19.35831,19.35831,19.35831,19.35831,0.0,1.0,19.35831,19.35831,19.35831,19.35831,19.35831,19.35831,19.35831,0.0
